category,product_name,quantity,date
US Candy,candy,117,1985-12-01
US Candy,candy,97,1986-01-01
US Candy,candy,94,1986-02-01
US Candy,candy,79,1986-03-01
US Candy,candy,74,1986-04-01
US Candy,candy,77,1986-05-01
US Candy,candy,77,1986-06-01
US Candy,candy,73,1986-07-01
US Candy,candy,80,1986-08-01
US Candy,candy,88,1986-09-01
US Candy,candy,116,1986-10-01
US Candy,candy,119,1986-11-01
US Candy,candy,115,1986-12-01
US Candy,candy,97,1987-01-01
US Candy,candy,94,1987-02-01
US Candy,candy,84,1987-03-01
US Candy,candy,77,1987-04-01
US Candy,candy,78,1987-05-01
US Candy,candy,79,1987-06-01
US Candy,candy,76,1987-07-01
US Candy,candy,84,1987-08-01
US Candy,candy,91,1987-09-01
US Candy,candy,122,1987-10-01
US Candy,candy,125,1987-11-01
US Candy,candy,123,1987-12-01
US Candy,candy,96,1988-01-01
US Candy,candy,95,1988-02-01
US Candy,candy,90,1988-03-01
US Candy,candy,81,1988-04-01
US Candy,candy,82,1988-05-01
US Candy,candy,87,1988-06-01
US Candy,candy,91,1988-07-01
US Candy,candy,98,1988-08-01
US Candy,candy,103,1988-09-01
US Candy,candy,126,1988-10-01
US Candy,candy,123,1988-11-01
US Candy,candy,122,1988-12-01
US Candy,candy,103,1989-01-01
US Candy,candy,102,1989-02-01
US Candy,candy,93,1989-03-01
US Candy,candy,89,1989-04-01
US Candy,candy,88,1989-05-01
US Candy,candy,91,1989-06-01
US Candy,candy,90,1989-07-01
US Candy,candy,97,1989-08-01
US Candy,candy,101,1989-09-01
US Candy,candy,120,1989-10-01
US Candy,candy,123,1989-11-01
US Candy,candy,126,1989-12-01
US Candy,candy,100,1990-01-01
US Candy,candy,101,1990-02-01
US Candy,candy,95,1990-03-01
US Candy,candy,88,1990-04-01
US Candy,candy,89,1990-05-01
US Candy,candy,93,1990-06-01
US Candy,candy,97,1990-07-01
US Candy,candy,102,1990-08-01
US Candy,candy,109,1990-09-01
US Candy,candy,124,1990-10-01
US Candy,candy,133,1990-11-01
US Candy,candy,134,1990-12-01
US Candy,candy,107,1991-01-01
US Candy,candy,111,1991-02-01
US Candy,candy,105,1991-03-01
US Candy,candy,96,1991-04-01
US Candy,candy,95,1991-05-01
US Candy,candy,103,1991-06-01
US Candy,candy,100,1991-07-01
US Candy,candy,110,1991-08-01
US Candy,candy,111,1991-09-01
US Candy,candy,124,1991-10-01
US Candy,candy,129,1991-11-01
US Candy,candy,125,1991-12-01
US Candy,candy,104,1992-01-01
US Candy,candy,103,1992-02-01
US Candy,candy,95,1992-03-01
US Candy,candy,92,1992-04-01
US Candy,candy,90,1992-05-01
US Candy,candy,93,1992-06-01
US Candy,candy,92,1992-07-01
US Candy,candy,96,1992-08-01
US Candy,candy,104,1992-09-01
US Candy,candy,119,1992-10-01
US Candy,candy,122,1992-11-01
US Candy,candy,121,1992-12-01
US Candy,candy,105,1993-01-01
US Candy,candy,102,1993-02-01
US Candy,candy,95,1993-03-01
US Candy,candy,90,1993-04-01
US Candy,candy,88,1993-05-01
US Candy,candy,95,1993-06-01
US Candy,candy,96,1993-07-01
US Candy,candy,103,1993-08-01
US Candy,candy,109,1993-09-01
US Candy,candy,125,1993-10-01
US Candy,candy,125,1993-11-01
US Candy,candy,123,1993-12-01
US Candy,candy,105,1994-01-01
US Candy,candy,101,1994-02-01
US Candy,candy,98,1994-03-01
US Candy,candy,89,1994-04-01
US Candy,candy,87,1994-05-01
US Candy,candy,94,1994-06-01
US Candy,candy,96,1994-07-01
US Candy,candy,103,1994-08-01
US Candy,candy,110,1994-09-01
US Candy,candy,123,1994-10-01
US Candy,candy,123,1994-11-01
US Candy,candy,125,1994-12-01
US Candy,candy,108,1995-01-01
US Candy,candy,99,1995-02-01
US Candy,candy,96,1995-03-01
US Candy,candy,94,1995-04-01
US Candy,candy,94,1995-05-01
US Candy,candy,98,1995-06-01
US Candy,candy,98,1995-07-01
US Candy,candy,102,1995-08-01
US Candy,candy,107,1995-09-01
US Candy,candy,120,1995-10-01
US Candy,candy,124,1995-11-01
US Candy,candy,129,1995-12-01
US Candy,candy,104,1996-01-01
US Candy,candy,106,1996-02-01
US Candy,candy,103,1996-03-01
US Candy,candy,95,1996-04-01
US Candy,candy,97,1996-05-01
US Candy,candy,100,1996-06-01
US Candy,candy,98,1996-07-01
US Candy,candy,108,1996-08-01
US Candy,candy,115,1996-09-01
US Candy,candy,126,1996-10-01
US Candy,candy,134,1996-11-01
US Candy,candy,136,1996-12-01
US Candy,candy,111,1997-01-01
US Candy,candy,110,1997-02-01
US Candy,candy,107,1997-03-01
US Candy,candy,98,1997-04-01
US Candy,candy,97,1997-05-01
US Candy,candy,102,1997-06-01
US Candy,candy,98,1997-07-01
US Candy,candy,110,1997-08-01
US Candy,candy,115,1997-09-01
US Candy,candy,130,1997-10-01
US Candy,candy,135,1997-11-01
US Candy,candy,136,1997-12-01
US Candy,candy,120,1998-01-01
US Candy,candy,117,1998-02-01
US Candy,candy,111,1998-03-01
US Candy,candy,106,1998-04-01
US Candy,candy,107,1998-05-01
US Candy,candy,111,1998-06-01
US Candy,candy,109,1998-07-01
US Candy,candy,118,1998-08-01
US Candy,candy,121,1998-09-01
US Candy,candy,133,1998-10-01
US Candy,candy,137,1998-11-01
US Candy,candy,136,1998-12-01
US Candy,candy,117,1999-01-01
US Candy,candy,115,1999-02-01
US Candy,candy,107,1999-03-01
US Candy,candy,106,1999-04-01
US Candy,candy,108,1999-05-01
US Candy,candy,108,1999-06-01
US Candy,candy,108,1999-07-01
US Candy,candy,113,1999-08-01
US Candy,candy,117,1999-09-01
US Candy,candy,132,1999-10-01
US Candy,candy,132,1999-11-01
US Candy,candy,135,1999-12-01
US Candy,candy,123,2000-01-01
US Candy,candy,120,2000-02-01
US Candy,candy,114,2000-03-01
US Candy,candy,116,2000-04-01
US Candy,candy,109,2000-05-01
US Candy,candy,114,2000-06-01
US Candy,candy,112,2000-07-01
US Candy,candy,118,2000-08-01
US Candy,candy,126,2000-09-01
US Candy,candy,137,2000-10-01
US Candy,candy,136,2000-11-01
US Candy,candy,139,2000-12-01
US Candy,candy,123,2001-01-01
US Candy,candy,122,2001-02-01
US Candy,candy,119,2001-03-01
US Candy,candy,115,2001-04-01
US Candy,candy,113,2001-05-01
US Candy,candy,115,2001-06-01
US Candy,candy,113,2001-07-01
US Candy,candy,120,2001-08-01
US Candy,candy,124,2001-09-01
US Candy,candy,126,2001-10-01
US Candy,candy,129,2001-11-01
US Candy,candy,130,2001-12-01
US Candy,candy,118,2002-01-01
US Candy,candy,115,2002-02-01
US Candy,candy,110,2002-03-01
US Candy,candy,105,2002-04-01
US Candy,candy,102,2002-05-01
US Candy,candy,112,2002-06-01
US Candy,candy,110,2002-07-01
US Candy,candy,118,2002-08-01
US Candy,candy,119,2002-09-01
US Candy,candy,124,2002-10-01
US Candy,candy,129,2002-11-01
US Candy,candy,124,2002-12-01
US Candy,candy,113,2003-01-01
US Candy,candy,111,2003-02-01
US Candy,candy,111,2003-03-01
US Candy,candy,105,2003-04-01
US Candy,candy,108,2003-05-01
US Candy,candy,112,2003-06-01
US Candy,candy,103,2003-07-01
US Candy,candy,113,2003-08-01
US Candy,candy,117,2003-09-01
US Candy,candy,125,2003-10-01
US Candy,candy,133,2003-11-01
US Candy,candy,129,2003-12-01
US Candy,candy,116,2004-01-01
US Candy,candy,118,2004-02-01
US Candy,candy,104,2004-03-01
US Candy,candy,102,2004-04-01
US Candy,candy,110,2004-05-01
US Candy,candy,106,2004-06-01
US Candy,candy,106,2004-07-01
US Candy,candy,116,2004-08-01
US Candy,candy,121,2004-09-01
US Candy,candy,132,2004-10-01
US Candy,candy,133,2004-11-01
US Candy,candy,130,2004-12-01
US Candy,candy,125,2005-01-01
US Candy,candy,124,2005-02-01
US Candy,candy,107,2005-03-01
US Candy,candy,107,2005-04-01
US Candy,candy,111,2005-05-01
US Candy,candy,107,2005-06-01
US Candy,candy,110,2005-07-01
US Candy,candy,115,2005-08-01
US Candy,candy,120,2005-09-01
US Candy,candy,137,2005-10-01
US Candy,candy,136,2005-11-01
US Candy,candy,140,2005-12-01
US Candy,candy,118,2006-01-01
US Candy,candy,118,2006-02-01
US Candy,candy,108,2006-03-01
US Candy,candy,108,2006-04-01
US Candy,candy,102,2006-05-01
US Candy,candy,102,2006-06-01
US Candy,candy,102,2006-07-01
US Candy,candy,112,2006-08-01
US Candy,candy,119,2006-09-01
US Candy,candy,130,2006-10-01
